Bought Condition,Colour,Current Condition,Drivetrain,Engine Size,Horse Power,Make,Mileage,Model,Number of Cylinders,Registered city,Seats,Selling Condition,Trim,Year of manufacture,detail_url,State,City,name,price
Imported,Black,Foreign Used,,3500,,Lexus,79306,RX 350,,,,Imported,,2019,/jEY4wdZf53S8JYkpei9QODcPspDxtUg?lid=muf_UU-FwmtL-xwB,Lagos State, Lekki,Lexus RX 350 2019 Black,"33,600,000"
Imported,Red,Foreign Used,,2400,,Honda,233112,CR-V,,,,Imported,,2014,/jEY4wdZHCvIBrb4DJTTch5axRg83Xdh?lid=muf_UU-FwmtL-xwB,Rivers State, Port-Harcourt,Honda CR-V 2014 Red,"18,200,000"
Imported,Black,Foreign Used,,1500,,Honda,106016,Accord,,,,Imported,,2018,/jEY4wdZLkJOGGvevls77LVauxQ98qGj?lid=muf_UU-FwmtL-xwB,Lagos State, Ogudu,Honda Accord 2018 Black,"24,543,750"
Imported,Beige,Foreign Used,,2400,,Toyota,247816,Camry,,,,Imported,,2009,/jEY4wdZbR51Wsoi30jWUNyQf8jUsL5y?lid=muf_UU-FwmtL-xwB,Lagos State, Isolo,Toyota Camry 2009 Beige,"9,450,000"
Registered,Black,Local Used,,2400,,Honda,240949,Accord,,,,Registered,,2009,/jEY4wdZMhTnNiUE3VeOfw4QvbEm62Od?lid=muf_UU-FwmtL-xwB,Rivers State, Port-Harcourt,Honda Accord 2009 Black,"4,830,000"
Imported,Gray,Local Used,,3300,,Toyota,130681,Sienna,,Lagos,,Registered,,2004,/jEY4wdZJegaMyZmzrm4pwO4UcnqjDSm?lid=muf_UU-FwmtL-xwB,Lagos State, Abule Egba,Toyota Sienna 2004 Gray,"6,760,000"
Imported,Silver,Local Used,,2000,,Mercedes-Benz,245490,E300,,,,Registered,,2017,/jEY4wdZbw4ik6PSbwmMw4xBfhYLopl2?lid=muf_UU-FwmtL-xwB,Abuja (FCT), Gwarinpa,Mercedes-Benz E300 2017 Silver,"27,300,000"
Registered,Brown,Local Used,,3000,,Ford,2155229,Edge,,Lagos,,Registered,,2011,/jEY4wdZoswProZqV0RUlVTvpFVu9ZtI?lid=muf_UU-FwmtL-xwB,Lagos State, Alimosho,Ford Edge 2011 Brown,"8,320,000"
Imported,Silver,Local Used,,1800,,Toyota,248696,Corolla,,,,Registered,,2010,/jEY4wdZDW84JmgUAJ2WrVzic0sVl6eb?lid=OaYPFZFpPFH6k7MA,Lagos State, Ikorodu,Toyota Corolla 2010 Silver,"6,615,000"
Registered,Silver,Local Used,,3300,,Lexus,178445,RX 330,,Lagos,,Registered,,2004,/jEY4wdZFaNpsNlCnvW7qmEdCG7z4mIq?lid=OaYPFZFpPFH6k7MA,Lagos State, Abule Egba,Lexus RX 330 2004 Silver,"6,825,000"
Registered,Black,Local Used,,3500,,Ford,200607,Edge,,Abuja,,Registered,,2011,/jEY4wdZBVrYBm56IGmkY9v38WsCT2kA?lid=OaYPFZFpPFH6k7MA,Abuja (FCT), Jabi,Ford Edge 2011 Black,"9,360,000"
Imported,Black,Local Used,All Wheel,3700,300,Acura,123652,MDX,6,Lagos,7,Registered,Technology Package AWD (3.7L 6cyl 5A),2009,/jEY4wdZMAOMS77kll3tS1cGwVz7FNEO?lid=OaYPFZFpPFH6k7MA,Lagos State, Lekki,Acura MDX Technology Package AWD (3.7L 6cyl 5A) 2009 Black,"5,880,000"
Registered,Blue,Local Used,,3500,,Acura,338072,MDX,,Enugu,,Registered,,2005,/jEY4wdZr6vUdO0gSPtRnk2I3irgyCbO?lid=OaYPFZFpPFH6k7MA,Abia State, Aba North,Acura MDX 2005 Blue,"3,360,000"
Imported,Black,Foreign Used,,3500,,Hyundai,181482,Sonata,,,,Imported,,2016,/jEY4wdZTkRlkUQ1KQLb1cTB0hmGhNFi?lid=OaYPFZFpPFH6k7MA,Rivers State, Port-Harcourt,Hyundai Sonata 2016 Black,"13,650,000"
Brand new,Black,Foreign Used,,3000,,Mercedes-Benz,59759,GLE-Class,,,,Imported,AMG GLE 53 4MATIC,2024,/jEY4wdZh0hAPYOsqCA2pmLBw6Gm6nIj?lid=OaYPFZFpPFH6k7MA,Lagos State, Lekki,Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2024 Black,"226,800,000"
Registered,Silver,Local Used,,2400,,Hyundai,94165,Sonata,,,,Registered,,2011,/jEY4wdZU1He4oUlgdzQN8K4ByxJSz9T?lid=OaYPFZFpPFH6k7MA,Abuja (FCT), Garki 2,Hyundai Sonata 2011 Silver,"10,400,000"
Imported,White,Foreign Used,,2500,,Toyota,740231,RAV4,,,,Imported,,2018,/jEY4wdZZIoqmpEYsBfrhP8FDjINvCnv?lid=OaYPFZFpPFH6k7MA,Lagos State, Ikorodu,Toyota RAV4 2018 White,"26,250,000"
Imported,Red,Local Used,,,,Toyota,278958,Camry,,Lagos,,Registered,,2013,/jEY4wdZkVbxGyLoq0YVUAPK1cwsU9xT?lid=OaYPFZFpPFH6k7MA,Lagos State, Alimosho,Toyota Camry 2013 Red,"10,710,000"
Imported,Gray,Local Used,,2400,,Toyota,157081,Camry,,Lagos,,Registered,,2004,/jEY4wdZhhdrKVu9SNQen1mCbEfW81CX?lid=OaYPFZFpPFH6k7MA,Lagos State, Alimosho,Toyota Camry 2004 Gray,"4,410,000"
Registered,Black,Local Used,,1800,,Toyota,161596,Corolla,,Abuja,,Registered,,2012,/jEY4wdZEpvuKYxgCnmDuGrzHqAGF7HJ?lid=OaYPFZFpPFH6k7MA,Delta State, Oshimili South,Toyota Corolla 2012 Black,"8,840,000"
Registered,Black,Local Used,,1800,,Toyota,363525,Celica,,Rivers State,,Registered,,2002,/jEY4wdZxoLSTDrCh8kK3tl6RlpfbFaP?lid=OaYPFZFpPFH6k7MA,Rivers State, Port-Harcourt,Toyota Celica 2002 Black,"3,885,000"
Imported,Gray,Foreign Used,,3500,,Toyota,13868,Venza,,,,Imported,,2011,/jEY4wdZJcqvOd8IxeB3TY55RNhenbQU?lid=OaYPFZFpPFH6k7MA,Rivers State, Port-Harcourt,Toyota Venza 2011 Gray,"22,880,000"
Imported,Red,Local Used,,1800,,Toyota,149163,Corolla,,Abuja,,Registered,,2014,/jEY4wdZvbKqMkiZWDfsvNRhaafZil2n?lid=OaYPFZFpPFH6k7MA,Rivers State, Port-Harcourt,Toyota Corolla 2014 Red,"13,125,000"
Registered,Blue,Local Used,,2500,,Lexus,145210,IS,,Enugu,,Registered,,2006,/jEY4wdZkEgu3ZW2g7kFHQHQosqDNIFX?lid=w27vbp1OazRs_awA,Enugu State, Enugu,Lexus IS 2006 Blue,"7,350,000"
Registered,Black,Local Used,,1800,,Toyota,504603,Corolla,,Abuja,,Registered,,2010,/jEY4wdZU2KL3o3S2WwbDldo04RDfH59?lid=w27vbp1OazRs_awA,Abuja (FCT), Garki 2,Toyota Corolla 2010 Black,"7,800,000"
Registered,Gray,Local Used,,2500,,Volvo,405584,XC90,,Lagos,,Registered,,2004,/jlCs49PFJs3NnBeZkgOGzblIJy6Y3S?lid=w27vbp1OazRs_awA,Lagos State, Yaba,Volvo XC90 2004 Gray,"2,940,000"
Imported,Gray,Foreign Used,,2400,,Hyundai,202285,Elantra,,,,Imported,,2013,/jEY4wdZj2IJ9i6nwMvESlvUswuY9oOa?lid=w27vbp1OazRs_awA,Lagos State, Ilupeju,Hyundai Elantra 2013 Gray,"15,600,000"
Imported,Black,Foreign Used,,3500,,Lexus,138485,ES,,,,Imported,,2010,/jEY4wdZqOrdPtH5O9r8hgMZ7J0iEVcf?lid=w27vbp1OazRs_awA,Abuja (FCT), Lugbe District,Lexus ES 2010 Black,"15,600,000"
Imported,Black,Local Used,,3500,,Mercedes-Benz,83318,GLE-Class,,,,Registered,GLE 350,2016,/jEY4wdZF2HGH8rKlNSaVdgg7bpRzJIo?lid=w27vbp1OazRs_awA,Lagos State, Lekki,Mercedes-Benz GLE-Class GLE 350 2016 Black,"21,000,000"
Imported,Silver,Foreign Used,,1600,,Nissan,113903,Versa,,,,Imported,,2013,/jEY4wdZTlX23snIJBS7QgdxaQfrIMQ2?lid=w27vbp1OazRs_awA,Lagos State, Isolo,Nissan Versa 2013 Silver,"10,206,000"
Imported,Black,Local Used,,3500,,Lexus,130846,ES,,Abuja,,Registered,,2010,/jEY4wdZqP6M2Fb0739qKUS4wp2iOh3a?lid=w27vbp1OazRs_awA,Rivers State, Port-Harcourt,Lexus ES 2010 Black,"9,135,000"
Imported,Gray,Local Used,,2500,,Toyota,118523,Camry,,Lagos,,Registered,,2007,/jEY4wdZOmXoA7zHi44hUP0Uiobw1XWB?lid=w27vbp1OazRs_awA,Lagos State, Ikorodu,Toyota Camry 2007 Gray,"5,250,000"
Brand new,Silver,Local Used,,1200,,Hyundai,91287,I10,,Lagos,,Registered,,2015,/jEY4wdZPY0QFtGD4U2aT1m8Gigs8LLs?lid=w27vbp1OazRs_awA,Lagos State, Ilupeju,Hyundai I10 2015 Silver,"7,350,000"
Registered,Gray,Local Used,,2400,,Toyota,185231,Previa,,Lagos,,Registered,,1996,/jEY4wdZI7Nu4nfNI0au7sDT917MNBUC?lid=w27vbp1OazRs_awA,Lagos State, Ikorodu,Toyota Previa 1996 Gray,"6,300,000"
Imported,Black,Local Used,,1800,,Toyota,134525,Corolla,,,,Registered,,2011,/jEY4wdZVJc949LWnSMmfZ7Vjjjx6cM8?lid=w27vbp1OazRs_awA,Lagos State, Lekki,Toyota Corolla 2011 Black,"6,027,000"
Imported,Black,Local Used,,3500,,Toyota,239481,Avalon,,,,Registered,,2014,/jEY4wdZFv2n1P56CsB1FHe7t3kCAaH1?lid=w27vbp1OazRs_awA,Lagos State, Lekki,Toyota Avalon 2014 Black,"11,550,000"
Registered,Gray,Local Used,,1500,,Nissan,179246,Almera,,Kaduna,,Registered,,2016,/jEY4wdZIfyts8pvorfBmDIiVjy2Kdoo?lid=w27vbp1OazRs_awA,Kaduna State, Kachia,Nissan Almera 2016 Gray,"5,250,000"
Imported,Silver,Foreign Used,,3500,,Mercedes-Benz,108326,M Class,,,,Imported,,2014,/jEY4wdZcW6UZXxetBF2upIQZ87koePe?lid=w27vbp1OazRs_awA,Lagos State, Isolo,Mercedes-Benz M Class 2014 Silver,"22,050,000"
Imported,Gray,Local Used,,2000,,Lexus,310039,NX,,Lagos,,Registered,,2016,/jEY4wdZwNdh6SGA6XSxAafYMUqK2NF8?lid=dizf9M_zsCg5jSGN,Lagos State, Ajah,Lexus NX 2016 Gray,"21,630,000"
Imported,Gray,Local Used,,3500,,Toyota,353073,RAV4,,,,Registered,,2006,/jEY4wdZQA6xl1mDbjOCLyDeBH6G79wl?lid=dizf9M_zsCg5jSGN,Lagos State, Ajah,Toyota RAV4 2006 Gray,"7,280,000"
Imported,Red,Foreign Used,,2000,,Hyundai,165247,Tucson,,,,Imported,,2019,/jEY4wdZkx99uu1WTLaCUU7fF9zzYyU1?lid=dizf9M_zsCg5jSGN,Abuja (FCT), Lugbe District,Hyundai Tucson 2019 Red,"27,040,000"
Registered,Black,Local Used,,4700,,Lexus,150845,GX,,Lagos,,Registered,,2009,/jEY4wdZ9Mv35MU37nsLuWl0q4QL2zus?lid=dizf9M_zsCg5jSGN,Lagos State, Ogba,Lexus GX 2009 Black,"7,875,000"
Imported,Blue,Foreign Used,,2500,,Toyota,193293,Camry,,,,Imported,,2012,/jEY4wdZgMlYZ0ONnrOUG8dHsWmd879H?lid=dizf9M_zsCg5jSGN,Lagos State, Ilupeju,Toyota Camry 2012 Blue,"15,600,000"
Imported,Silver,Local Used,,3500,,Ford,252232,Edge,,,,Registered,,2011,/jEY4wdZyR23GReMX2WyrHl1FVzTsSVA?lid=dizf9M_zsCg5jSGN,Lagos State, Ojodu,Ford Edge 2011 Silver,"5,586,000"
Registered,Silver,Local Used,,2400,,Honda,422173,Accord,,Lagos,,Registered,,2005,/jEY4wdZXQfDzhvTQLFP9Y2PvmZYcE7p?lid=dizf9M_zsCg5jSGN,Lagos State, Abule Egba,Honda Accord 2005 Silver,"2,604,000"
Imported,Blue,Foreign Used,,3500,,Mercedes-Benz,131698,GLK-Class,,,,Imported,,2010,/jEY4wdZVqgJwClgVUiPksu9VHOoF5sf?lid=dizf9M_zsCg5jSGN,Abuja (FCT), Gwarinpa,Mercedes-Benz GLK-Class 2010 Blue,"17,680,000"
Imported,Blue,Foreign Used,,2500,,Toyota,1523414,Camry,,,,Imported,,2010,/jEY4wdZyL9WCVMB1peAC5ajhUXALE9s?lid=dizf9M_zsCg5jSGN,Lagos State, Ikorodu,Toyota Camry 2010 Blue,"11,025,000"
Imported,Green,Foreign Used,,2400,,Toyota,134196,Avensis,,,,Imported,,2003,/jEY4wdZTORbOkLbjdC61cxUCYZlOA9K?lid=dizf9M_zsCg5jSGN,Lagos State, Ikeja,Toyota Avensis 2003 Green,"8,715,000"
Registered,Red,Local Used,,3500,,Ford,217442,Edge,,Abuja,,Registered,,2010,/jEY4wdZPynOBxFLl6bPvZTePAnNPFqK?lid=dizf9M_zsCg5jSGN,Abuja (FCT), Lugbe District,Ford Edge 2010 Red,"4,439,400"
Registered,Blue,Local Used,,1800,,Toyota,281420,Corolla,,Abuja,,Registered,,2005,/jEY4wdZ9ppl8XnJtM1DRaToRtHg8fHm?lid=dizf9M_zsCg5jSGN,Abuja (FCT), Garki 2,Toyota Corolla 2005 Blue,"3,885,000"
Imported,Silver,Local Used,Front,1800,128,Toyota,233048,Corolla,4,,5,Registered,1.8 LE,2008,/jEY4wdZEomCuefQqClOPrUBuinJ3M4l?lid=dizf9M_zsCg5jSGN,Lagos State, Lekki,Toyota Corolla 1.8 LE 2008 Silver,"6,300,000"
Imported,Gray,Foreign Used,,2000,,Hyundai,160101,Tucson,,,,Imported,,2016,/jEY4wdZuAd3YFRrPTvXlFNPsaqEg1bW?lid=dizf9M_zsCg5jSGN,Abuja (FCT), Lugbe District,Hyundai Tucson 2016 Gray,"23,920,000"
Imported,Blue,Local Used,,3500,,Honda,281109,Pilot,,Lagos,,Registered,,2007,/jEY4wdZkT3yutmnQB2Xg7F36qFJqiv9?lid=dizf9M_zsCg5jSGN,Ogun State, Abeokuta North,Honda Pilot 2007 Blue,"4,992,000"
Imported,White,Foreign Used,,3500,,Lexus,135702,RX 350,,,,Imported,,2016,/jEY4wdZwXotqgo9rjUT1Jyq8sFne9hs?lid=b3Jpk2TxBJdZdc0v,Lagos State, Isolo,Lexus RX 350 2016 White,"41,055,000"
Imported,Black,Local Used,,4000,,Toyota,20259,Land Cruiser,,,,Registered,,2024,/jEY4wdZdqfeEejQcS0AJ2a5Hz8SEw75?lid=b3Jpk2TxBJdZdc0v,Lagos State, Lekki,Toyota Land Cruiser 2024 Black,"197,600,000"
Imported,Black,Local Used,,5700,,Toyota,146197,Tundra,,,,Registered,,2008,/jEY4wdZbVRz7v8tI5OEEEIZwgoQl2AS?lid=b3Jpk2TxBJdZdc0v,Lagos State, Ikeja,Toyota Tundra 2008 Black,"14,560,000"
Imported,Green,Foreign Used,,2700,,Hyundai,272263,Santa Fe,,,,Imported,,2008,/jEY4wdZGb6OknjbMctEUvfaYOqZx1lX?lid=b3Jpk2TxBJdZdc0v,Lagos State, Isolo,Hyundai Santa Fe 2008 Green,"13,125,000"
Imported,White,Foreign Used,,1800,,Toyota,163458,Corolla,,,,Imported,,2009,/jEY4wdZfQ0NKzh5R25KavF5RQ0Js5Vs?lid=b3Jpk2TxBJdZdc0v,Abuja (FCT), Gwarinpa,Toyota Corolla 2009 White,"11,232,000"
Brand new,Gray,Local Used,,1800,,Hyundai,100691,Ix35,,Rivers State,,Registered,,2014,/jEY4wdZmnbbm4V2qbpuy88frAebORwh?lid=b3Jpk2TxBJdZdc0v,Rivers State, Port-Harcourt,Hyundai Ix35 2014 Gray,"8,400,000"
Imported,Red,Foreign Used,,3500,,Lexus,136162,IS,,,,Imported,,2007,/jEY4we008cWssSAn7io5SOF97aEmXrZ?lid=b3Jpk2TxBJdZdc0v,Lagos State, Lekki,Lexus IS 2007 Red,"10,500,000"
Registered,Black,Local Used,Front,1800,132,Toyota,266778,Corolla,4,Lagos,5,Registered,S 4dr Sedan (1.8L 4cyl 4A),2011,/jEY4wdZEEZrn0fsmFKiRUtAOxFjSm5w?lid=b3Jpk2TxBJdZdc0v,Delta State, Warri,Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2011 Black,"7,875,000"
Imported,Gold,Foreign Used,,3500,,Lexus,172534,RX 350,,,,Imported,,2010,/jEY4wdZTSVwejARRpTtUNO3hkoOkSZ7?lid=b3Jpk2TxBJdZdc0v,Abuja (FCT), Lugbe District,Lexus RX 350 2010 Gold,"22,880,000"
Registered,Burgandy,Local Used,Front Wheel,3000,200,Toyota,329592,Avalon,6,Lagos,5 or 6,Registered,XL,1999,/jEY4wdZbkRF1Ev74EwzRrKdp0maAdB9?lid=b3Jpk2TxBJdZdc0v,Imo State, Owerri,Toyota Avalon XL 1999 Burgandy,"2,625,000"
Registered,Black,Local Used,,3300,,Lexus,,RX,,Lagos,,Registered,,2004,/jEY4wdZnyeVMEG5Xv5iHXEqs0Rb34MK?lid=b3Jpk2TxBJdZdc0v,Lagos State, Alimosho,Lexus RX 2004 Black,"6,720,000"
Imported,Gray,Foreign Used,,2500,,Toyota,319999,Camry,,,,Imported,,2011,/jEY4wdZQhWg0LAloQkqnTauUoFsK2ZW?lid=b3Jpk2TxBJdZdc0v,Oyo State, Ibadan,Toyota Camry 2011 Gray,"11,500,000"
Registered,Green,Local Used,,3500,,Lexus,217616,ES,,Abuja,,Registered,,2007,/jEY4wdZfFOub9hgVXuXmwREXHL5hEpN?lid=b3Jpk2TxBJdZdc0v,Abuja (FCT), Garki 2,Lexus ES 2007 Green,"9,880,000"
Imported,Silver,Local Used,,2400,,Toyota,167203,Camry,,Lagos,,Registered,,2012,/jEY4wdZDImchTEzMnqVPzzmqonvtdfK?lid=b3Jpk2TxBJdZdc0v,Lagos State, Lekki,Toyota Camry 2012 Silver,"12,480,000"
Imported,Black,Foreign Used,,1800,,Hyundai,90970,Elantra,,,,Imported,,2015,/jEY4wdZy6f22do1V6FwPiGpKN7hdQnY?lid=b3Jpk2TxBJdZdc0v,Lagos State, Ogba,Hyundai Elantra 2015 Black,"12,316,500"
Imported,Black,Local Used,,3500,,Mercedes-Benz,258723,M Class,,Abuja,,Registered,,2014,/jEY4wdZqkiJDelFvF0lX9IlHjeW4nHn?lid=3ZeD6HI5zNqUE5oI,Delta State, Warri,Mercedes-Benz M Class 2014 Black,"17,850,000"
Imported,Black,Local Used,,2000,,Volkswagen,,Passat,,Lagos,,Registered,,2014,/jEY4wdZhjXVHSowtFh7VVaXtE9RaKbZ?lid=3ZeD6HI5zNqUE5oI,Lagos State, Lekki,Volkswagen Passat 2014 Black,"3,675,000"
Imported,Gold,Local Used,,3000,,Toyota,118454,Highlander,,,,Registered,,2002,/jEY4wdZj6jrW0Tok5KwSeMGxaSrfurv?lid=3ZeD6HI5zNqUE5oI,Lagos State, Kosofe,Toyota Highlander 2002 Gold,"4,452,000"
Imported,Black,Foreign Used,,3500,,Lexus,138948,RX 350,,,,Imported,,2015,/jEY4wdZAEl9DOls1xYGtOke0onNQPgw?lid=3ZeD6HI5zNqUE5oI,Lagos State, Ilupeju,Lexus RX 350 2015 Black,"31,200,000"
Imported,Black,Foreign Used,All Wheel,3800,268,Toyota,189087,Venza,6,,5,Imported,Limited 4dr Wagon AWD (3.5L 6cyl 6A),2015,/jEY4wdZT5rYEO4ksR6TbkojHrjxxPZs?lid=3ZeD6HI5zNqUE5oI,Lagos State, Ikorodu,Toyota Venza Limited 4dr Wagon AWD (3.5L 6cyl 6A) 2015 Black,"24,150,000"
Imported,Black,Local Used,,1400,,Toyota,209643,Corolla,,,,Registered,,2008,/jEY4wdZf1uHyIa3OiJeOYhVisyAMtLu?lid=3ZeD6HI5zNqUE5oI,Abuja (FCT), Gwarinpa,Toyota Corolla 2008 Black,"7,280,000"
Imported,Gray,Local Used,,2500,,Toyota,247548,Camry,,,,Registered,,2012,/jEY4wdZnU5lnKpv0sOoHAW3X0rmnuFw?lid=3ZeD6HI5zNqUE5oI,Lagos State, Ojodu,Toyota Camry 2012 Gray,"8,400,000"
Imported,White,Foreign Used,,3500,,Ford,216595,Explorer,,,,Imported,,2015,/jEY4wdZcBz7dVUILyF6jDKqP8kU1C3C?lid=3ZeD6HI5zNqUE5oI,Abuja (FCT), Jabi,Ford Explorer 2015 White,"22,880,000"
Imported,Gray,Foreign Used,,2400,,Hyundai,483632,Sonata,,,,Imported,,2013,/jEY4wdZfRrpsQYJ9T4QALbgQ6ahbEAd?lid=3ZeD6HI5zNqUE5oI,Lagos State, Ojodu,Hyundai Sonata 2013 Gray,"10,710,000"
Imported,Red,Foreign Used,,2700,,Toyota,256721,Camry,,,,Imported,,2016,/jEY4wdZPxipIb4DOGRpoq8pIJlDkcGQ?lid=3ZeD6HI5zNqUE5oI,Lagos State, Amuwo-Odofin,Toyota Camry 2016 Red,"20,696,000"
Imported,White,Local Used,,2700,,Hyundai,319180,Santa Fe,,Lagos,,Registered,,2007,/jEY4wdZI7mOUgoXDPa4pGQXDCwgtLRN?lid=3ZeD6HI5zNqUE5oI,Lagos State, Ajah,Hyundai Santa Fe 2007 White,"4,725,000"
Registered,Green,Local Used,,3000,,Honda,,Accord,,Lagos,,Registered,,1998,/jEY4wdZ9HzxtpFuln0QaD9R4lfBLMk7?lid=3ZeD6HI5zNqUE5oI,Ogun State, Abeokuta North,Honda Accord 1998 Green,"1,575,000"
Imported,Gray,Foreign Used,,1500,,Toyota,107766,Yaris,,,,Imported,,2009,/jEY4wdZxk8XJcTBSdkoAoWpELHoDrvh?lid=3ZeD6HI5zNqUE5oI,Lagos State, Kosofe,Toyota Yaris 2009 Gray,"10,500,000"
Imported,White,Foreign Used,,2000,,Mercedes-Benz,96380,GL-Class,,,,Imported,,2016,/jlCs49PPz7zCIt4F60NrNhlncGOdl7?lid=3ZeD6HI5zNqUE5oI,Oyo State, Ibadan,Mercedes-Benz GL-Class 2016 White,"16,800,000"
Brand new,Black,Local Used,,2000,,Ford,123921,Fusion,,,,Registered,,2013,/jEY4wdZc8w5coKubHI1308gyKYbqNAT?lid=3ZeD6HI5zNqUE5oI,Lagos State, Surulere,Ford Fusion 2013 Black,"5,565,000"
Imported,Black,Foreign Used,Front Wheel,3500,268,Toyota,175628,Avalon,6,,5,Imported,XLE 4dr Sedan (3.5L 6cyl 6A),2015,/jEY4wdZ9Tlip7X8qTrGIEqlWt7vzsX6?lid=Qqw1Z6xecK_6EENm,Lagos State, Amuwo-Odofin,Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Black,"17,640,000"
Imported,Silver,Local Used,,1800,,Toyota,,Corolla,,Lagos,,Registered,,2004,/jEY4we00qQGJ1NpozS70Xdugy77C5yT?lid=Qqw1Z6xecK_6EENm,Oyo State, Ibadan,Toyota Corolla 2004 Silver,"6,240,000"
Imported,Blue,Foreign Used,,,,Hyundai,193735,Sonata,,,,Imported,,2013,/jEY4wdZdoMY2j3BK38yK63eCs7dLVjX?lid=Qqw1Z6xecK_6EENm,Lagos State, Alimosho,Hyundai Sonata 2013 Blue,"12,000,000"
Registered,Blue,Local Used,Front,1800,132,Toyota,191520,Corolla,4,Rivers State,,Registered,L 4dr Sedan (1.8L 4cyl 5M),2009,/jEY4wdZq2ZKA7SwJsCEaooK2TYt0Cso?lid=Qqw1Z6xecK_6EENm,Rivers State, Port-Harcourt,Toyota Corolla L 4dr Sedan (1.8L 4cyl 5M) 2009 Blue,"8,840,000"
Imported,Black,Foreign Used,,2400,,Hyundai,148910,Sonata,,,,Imported,,2015,/jEY4wdZvtCqx8E9CiDasIDMmkWrSR1m?lid=Qqw1Z6xecK_6EENm,Lagos State, Alimosho,Hyundai Sonata 2015 Black,"11,025,000"
Imported,White,Foreign Used,Front Wheel,2700,273,Toyota,246461,Venza,6,,5,Imported,V6,2010,/jEY4wdZg7E4gybyaV6XMKLs7A7nCdi9?lid=Qqw1Z6xecK_6EENm,Lagos State, Lekki,Toyota Venza V6 2010 White,"12,600,000"
Registered,Gray,Local Used,,3500,,Honda,414784,Pilot,,Abuja,,Registered,,2003,/jEY4wdZG0G7JLUbtWtdKELH2dmfJldO?lid=Qqw1Z6xecK_6EENm,Abuja (FCT), Garki 2,Honda Pilot 2003 Gray,"3,465,000"
Imported,Blue,Foreign Used,,2000,,Mercedes-Benz,43758,C300,,,,Imported,,2020,/jEY4wdZx9YSQSk5iIJATuSGdvsJZxdG?lid=Qqw1Z6xecK_6EENm,Lagos State, Surulere,Mercedes-Benz C300 2020 Blue,"46,800,000"
Registered,Blue,Local Used,,1800,,Honda,408508,Civic,,,,Registered,,2007,/jEY4wdZFkfOUr6Z7izZWzQhoXMfBZCC?lid=Qqw1Z6xecK_6EENm,Abuja (FCT), Kubwa,Honda Civic 2007 Blue,"5,408,000"
Registered,Silver,Local Used,,3500,,Mercedes-Benz,144000,E350,,Lagos,,Registered,,2008,/jEY4wdZIvyNgnSVS2zqtBFv6jnVcq4s?lid=Qqw1Z6xecK_6EENm,Edo State, Benin City,Mercedes-Benz E350 2008 Silver,"5,250,000"
Imported,Black,Local Used,,3500,,Toyota,274941,Avalon,,Lagos,,Registered,,2006,/jEY4wdZwOKGr5gWmtRbZsElT8AV730r?lid=Qqw1Z6xecK_6EENm,Lagos State, Yaba,Toyota Avalon 2006 Black,"3,990,000"
Imported,Silver,Local Used,,3500,,Mercedes-Benz,121564,GLE-Class,,Enugu,,Registered,,2016,/jEY4wdZPXydwmXJFHd4kAS6ImIkeeny?lid=Qqw1Z6xecK_6EENm,Enugu State, Enugu,Mercedes-Benz GLE-Class 2016 Silver,"36,400,000"
Imported,Black,Foreign Used,,2000,,Ford,376685,Fusion,,,,Imported,,2014,/jEY4wdZlZA7l0DgpYCDnIYLY8WGRMAP?lid=Qqw1Z6xecK_6EENm,Lagos State, Ojodu,Ford Fusion 2014 Black,"14,560,000"
Imported,Blue,Foreign Used,,3300,,Lexus,309886,RX,,,,Imported,,2004,/jEY4wdZcEo1WXD2eZYC1LJL323XKdKM?lid=Qqw1Z6xecK_6EENm,Rivers State, Port-Harcourt,Lexus RX 2004 Blue,"12,600,000"
Imported,Gray,Local Used,,3500,,Honda,169930,Pilot,,,,Registered,,2009,/jEY4wdZjd4PEJYkogZYxwbte1zjqmzj?lid=Qqw1Z6xecK_6EENm,Lagos State, Lekki,Honda Pilot 2009 Gray,"6,426,000"
Imported,Silver,Foreign Used,,2500,,Hyundai,204083,Sonata,,,,Imported,,2014,/jEY4wdZPtRe3g86buD1OYUdL4pOo73q?lid=Q4yBd5LPYVuYu4zZ,Oyo State, Ibadan,Hyundai Sonata 2014 Silver,"15,600,000"
Imported,Gray,Foreign Used,,2400,,Toyota,422638,Camry,,,,Imported,,2009,/jEY4wdZrfWDMQ3st9MNPxYPrBUpGm91?lid=Q4yBd5LPYVuYu4zZ,Lagos State, Yaba,Toyota Camry 2009 Gray,"9,371,250"
Imported,Silver,Local Used,All Wheel,3500,274,Toyota,276679,Highlander,6,,7,Registered,Sport,2008,/jEY4wdZ9oOafmGw7pgSD74sinxXQalU?lid=Q4yBd5LPYVuYu4zZ,Lagos State, Lekki,Toyota Highlander Sport 2008 Silver,"12,480,000"
Imported,White,Local Used,,3000,,Mercedes-Benz,84710,GLC-Class,4,,,Registered,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",2016,/jEY4wdZdyGtiutG0Sot3As37f2vwu5A?lid=Q4yBd5LPYVuYu4zZ,Lagos State, Ikoyi,Mercedes-Benz GLC-Class 2016 White,"26,250,000"
